"url","tool","category","indexed","clicks_28d","impressions_28d","clicks_90d","impressions_90d","clicks_6m","impressions_6m","avg_position","ctr","tier1_relevance","tool_usage","internal_links","duplicate_risk","competition","unique_value","accuracy_risk","decision","priority"
"/time-date/hourly-time-calculator","Hourly Time Calculator","Time & Date","UNKNOWN","","","","","","","","","REVIEW","UNKNOWN","UNKNOWN","REVIEW","UNKNOWN","REVIEW","REVIEW","MAINTAIN","REVIEW"
"/time-date/shift-hours-calculator","Shift Hours Calculator","Time & Date","UNKNOWN","","","","","","","","","REVIEW","UNKNOWN","UNKNOWN","REVIEW","UNKNOWN","REVIEW","REVIEW","MAINTAIN","REVIEW"
"/time-date/time-tracking-calculator","Time Tracking Calculator","Time & Date","UNKNOWN","","","","","","","","","REVIEW","UNKNOWN","UNKNOWN","REVIEW","UNKNOWN","REVIEW","REVIEW","MAINTAIN","REVIEW"
"/time-date/time-calculator","Time Calculator","Time & Date","UNKNOWN","","","","","","","","","REVIEW","UNKNOWN","UNKNOWN","REVIEW","UNKNOWN","REVIEW","REVIEW","MAINTAIN","REVIEW"
"/time-date/online-military-time-converter","Military Time Converter","Time & Date","UNKNOWN","","","","","","","","","REVIEW","UNKNOWN","UNKNOWN","REVIEW","UNKNOWN","REVIEW","REVIEW","MAINTAIN","REVIEW"
"/time-date/era-calculator","Era Calculator","Time & Date","UNKNOWN","","","","","","","","","REVIEW","UNKNOWN","UNKNOWN","REVIEW","UNKNOWN","REVIEW","REVIEW","MAINTAIN","REVIEW"
"/time-date/zodiac-sign-calculator","Zodiac Sign Calculator","Time & Date","UNKNOWN","","","","","","","","","REVIEW","UNKNOWN","UNKNOWN","REVIEW","UNKNOWN","REVIEW","REVIEW","MAINTAIN","REVIEW"
"/time-date/chinese-zodiac-calculator","Chinese Zodiac Calculator","Time & Date","UNKNOWN","","","","","","","","","REVIEW","UNKNOWN","UNKNOWN","REVIEW","UNKNOWN","REVIEW","REVIEW","MAINTAIN","REVIEW"
"/time-date/age-in-days-calculator","Age in Days Calculator","Time & Date","UNKNOWN","","","","","","","","","REVIEW","UNKNOWN","UNKNOWN","REVIEW","UNKNOWN","REVIEW","REVIEW","MAINTAIN","REVIEW"
"/time-date/retirement-age-calculator","Retirement Age Calculator","Time & Date","UNKNOWN","","","","","","","","","REVIEW","UNKNOWN","UNKNOWN","REVIEW","UNKNOWN","REVIEW","REVIEW","MAINTAIN","REVIEW"
"/health/online-bmi-calculator","BMI Calculator","Health & Fitness","UNKNOWN","","","","","","","","","REVIEW","UNKNOWN","UNKNOWN","REVIEW","UNKNOWN","REVIEW","REVIEW","MAINTAIN","REVIEW"
"/health/online-bmr-calculator","BMR Calculator","Health & Fitness","UNKNOWN","","","","","","","","","REVIEW","UNKNOWN","UNKNOWN","REVIEW","UNKNOWN","REVIEW","REVIEW","MAINTAIN","REVIEW"
"/health/online-body-surface-area-calculator","Body Surface Area Calculator","Health & Fitness","UNKNOWN","","","","","","","","","REVIEW","UNKNOWN","UNKNOWN","REVIEW","UNKNOWN","REVIEW","REVIEW","MAINTAIN","REVIEW"
"/health/online-tdee-calculator","TDEE Calculator","Health & Fitness","UNKNOWN","","","","","","","","","REVIEW","UNKNOWN","UNKNOWN","REVIEW","UNKNOWN","REVIEW","REVIEW","MAINTAIN","REVIEW"
"/health/calorie-intake-calculator","Calorie Intake Calculator","Health & Fitness","UNKNOWN","","","","","","","","","REVIEW","UNKNOWN","UNKNOWN","REVIEW","UNKNOWN","REVIEW","REVIEW","MAINTAIN","REVIEW"
"/health/water-intake-calculator","Water Intake Calculator","Health & Fitness","UNKNOWN","","","","","","","","","REVIEW","UNKNOWN","UNKNOWN","REVIEW","UNKNOWN","REVIEW","REVIEW","MAINTAIN","REVIEW"
"/health/ideal-weight-calculator","Ideal Weight Calculator","Health & Fitness","UNKNOWN","","","","","","","","","REVIEW","UNKNOWN","UNKNOWN","REVIEW","UNKNOWN","REVIEW","REVIEW","MAINTAIN","REVIEW"
"/health/body-fat-calculator","Body Fat Calculator","Health & Fitness","UNKNOWN","","","","","","","","","REVIEW","UNKNOWN","UNKNOWN","REVIEW","UNKNOWN","REVIEW","REVIEW","MAINTAIN","REVIEW"
"/health/protein-intake-calculator","Protein Intake Calculator","Health & Fitness","UNKNOWN","","","","","","","","","REVIEW","UNKNOWN","UNKNOWN","REVIEW","UNKNOWN","REVIEW","REVIEW","MAINTAIN","REVIEW"
"/health/running-pace-calculator","Running Pace Calculator","Health & Fitness","UNKNOWN","","","","","","","","","REVIEW","UNKNOWN","UNKNOWN","REVIEW","UNKNOWN","REVIEW","REVIEW","MAINTAIN","REVIEW"
"/health/heart-rate-calculator","Heart Rate Calculator","Health & Fitness","UNKNOWN","","","","","","","","","REVIEW","UNKNOWN","UNKNOWN","REVIEW","UNKNOWN","REVIEW","REVIEW","MAINTAIN","REVIEW"
"/health/sleep-calculator","Sleep Calculator","Health & Fitness","UNKNOWN","","","","","","","","","REVIEW","UNKNOWN","UNKNOWN","REVIEW","UNKNOWN","REVIEW","REVIEW","MAINTAIN","REVIEW"
"/health/pregnancy-due-date-calculator","Pregnancy Due Date Calculator","Health & Fitness","UNKNOWN","","","","","","","","","REVIEW","UNKNOWN","UNKNOWN","REVIEW","UNKNOWN","REVIEW","REVIEW","MAINTAIN","REVIEW"
"/calculators/ovulation-calculator/","Ovulation Calculator","Health & Fitness","UNKNOWN","","","","","","","","","REVIEW","UNKNOWN","UNKNOWN","REVIEW","UNKNOWN","REVIEW","REVIEW","MAINTAIN","REVIEW"
"/health/calorie-deficit-calculator","Calorie Deficit Calculator","Health & Fitness","UNKNOWN","","","","","","","","","REVIEW","UNKNOWN","UNKNOWN","REVIEW","UNKNOWN","REVIEW","REVIEW","MAINTAIN","REVIEW"
"/health/cat-age-calculator","Cat Age Calculator","Health & Fitness","UNKNOWN","","","","","","","","","REVIEW","UNKNOWN","UNKNOWN","REVIEW","UNKNOWN","REVIEW","REVIEW","MAINTAIN","REVIEW"
"/health/dog-age-calculator","Dog Age Calculator","Health & Fitness","UNKNOWN","","","","","","","","","REVIEW","UNKNOWN","UNKNOWN","REVIEW","UNKNOWN","REVIEW","REVIEW","MAINTAIN","REVIEW"
"/health/lean-body-mass-calculator","Lean Body Mass Calculator","Health & Fitness","UNKNOWN","","","","","","","","","REVIEW","UNKNOWN","UNKNOWN","REVIEW","UNKNOWN","REVIEW","REVIEW","MAINTAIN","REVIEW"
"/health/daily-calories-burn-calculator","Daily Calories Burn Calculator","Health & Fitness","UNKNOWN","","","","","","","","","REVIEW","UNKNOWN","UNKNOWN","REVIEW","UNKNOWN","REVIEW","REVIEW","MAINTAIN","REVIEW"
"/health/one-rep-max-calculator","One Rep Max Calculator","Health & Fitness","UNKNOWN","","","","","","","","","REVIEW","UNKNOWN","UNKNOWN","REVIEW","UNKNOWN","REVIEW","REVIEW","MAINTAIN","REVIEW"
"/health/body-type-calculator","Body Type Calculator","Health & Fitness","UNKNOWN","","","","","","","","","REVIEW","UNKNOWN","UNKNOWN","REVIEW","UNKNOWN","REVIEW","REVIEW","MAINTAIN","REVIEW"
"/health/fitness-age-calculator","Fitness Age Calculator","Health & Fitness","UNKNOWN","","","","","","","","","REVIEW","UNKNOWN","UNKNOWN","REVIEW","UNKNOWN","REVIEW","REVIEW","MAINTAIN","REVIEW"
"/health/walking-calories-calculator","Walking Calories Calculator","Health & Fitness","UNKNOWN","","","","","","","","","REVIEW","UNKNOWN","UNKNOWN","REVIEW","UNKNOWN","REVIEW","REVIEW","MAINTAIN","REVIEW"
"/health/cycling-calories-calculator","Cycling Calories Calculator","Health & Fitness","UNKNOWN","","","","","","","","","REVIEW","UNKNOWN","UNKNOWN","REVIEW","UNKNOWN","REVIEW","REVIEW","MAINTAIN","REVIEW"
"/health/macro-nutrient-calculator","Macro Nutrient Calculator","Health & Fitness","UNKNOWN","","","","","","","","","REVIEW","UNKNOWN","UNKNOWN","REVIEW","UNKNOWN","REVIEW","REVIEW","MAINTAIN","REVIEW"
"/health/fat-intake-calculator","Fat Intake Calculator","Health & Fitness","UNKNOWN","","","","","","","","","REVIEW","UNKNOWN","UNKNOWN","REVIEW","UNKNOWN","REVIEW","REVIEW","MAINTAIN","REVIEW"
"/health/workout-duration-calculator","Workout Duration Calculator","Health & Fitness","UNKNOWN","","","","","","","","","REVIEW","UNKNOWN","UNKNOWN","REVIEW","UNKNOWN","REVIEW","REVIEW","MAINTAIN","REVIEW"
"/health/step-counter-estimator","Step Counter Estimator","Health & Fitness","UNKNOWN","","","","","","","","","REVIEW","UNKNOWN","UNKNOWN","REVIEW","UNKNOWN","REVIEW","REVIEW","MAINTAIN","REVIEW"
"/health/calorie-calculator","Calorie Calculator","Health & Fitness","UNKNOWN","","","","","","","","","REVIEW","UNKNOWN","UNKNOWN","REVIEW","UNKNOWN","REVIEW","REVIEW","MAINTAIN","REVIEW"
"/health/bac-calculator","BAC Calculator","Health & Fitness","UNKNOWN","","","","","","","","","REVIEW","UNKNOWN","UNKNOWN","REVIEW","UNKNOWN","REVIEW","REVIEW","MAINTAIN","REVIEW"
"/health/waist-to-hip-ratio-calculator","Waist to Hip Ratio Calculator","Health & Fitness","UNKNOWN","","","","","","","","","REVIEW","UNKNOWN","UNKNOWN","REVIEW","UNKNOWN","REVIEW","REVIEW","MAINTAIN","REVIEW"
"/health/keto-calculator","Keto Calculator","Health & Fitness","UNKNOWN","","","","","","","","","REVIEW","UNKNOWN","UNKNOWN","REVIEW","UNKNOWN","REVIEW","REVIEW","MAINTAIN","REVIEW"
"/health/intermittent-fasting-calculator","Intermittent Fasting Calculator","Health & Fitness","UNKNOWN","","","","","","","","","REVIEW","UNKNOWN","UNKNOWN","REVIEW","UNKNOWN","REVIEW","REVIEW","MAINTAIN","REVIEW"
"/health/vo2-max-calculator","VO2 Max Calculator","Health & Fitness","UNKNOWN","","","","","","","","","REVIEW","UNKNOWN","UNKNOWN","REVIEW","UNKNOWN","REVIEW","REVIEW","MAINTAIN","REVIEW"
"/construction/concrete-calculator","Concrete Volume Calculator","Construction & DIY","UNKNOWN","","","","","","","","","REVIEW","UNKNOWN","UNKNOWN","REVIEW","UNKNOWN","REVIEW","REVIEW","MAINTAIN","REVIEW"
"/construction/cement-calculator","Cement Calculator","Construction & DIY","UNKNOWN","","","","","","","","","REVIEW","UNKNOWN","UNKNOWN","REVIEW","UNKNOWN","REVIEW","REVIEW","MAINTAIN","REVIEW"
"/construction/brick-calculator","Brick Calculator","Construction & DIY","UNKNOWN","","","","","","","","","REVIEW","UNKNOWN","UNKNOWN","REVIEW","UNKNOWN","REVIEW","REVIEW","MAINTAIN","REVIEW"
"/construction/steel-weight-calculator","Steel Weight Calculator","Construction & DIY","UNKNOWN","","","","","","","","","REVIEW","UNKNOWN","UNKNOWN","REVIEW","UNKNOWN","REVIEW","REVIEW","MAINTAIN","REVIEW"
"/construction/paint-calculator","Paint Calculator","Construction & DIY","UNKNOWN","","","","","","","","","REVIEW","UNKNOWN","UNKNOWN","REVIEW","UNKNOWN","REVIEW","REVIEW","MAINTAIN","REVIEW"
"/construction/tile-calculator","Tile Calculator","Construction & DIY","UNKNOWN","","","","","","","","","REVIEW","UNKNOWN","UNKNOWN","REVIEW","UNKNOWN","REVIEW","REVIEW","MAINTAIN","REVIEW"
"/construction/flooring-calculator","Flooring Calculator","Construction & DIY","UNKNOWN","","","","","","","","","REVIEW","UNKNOWN","UNKNOWN","REVIEW","UNKNOWN","REVIEW","REVIEW","MAINTAIN","REVIEW"
"/construction/room-area-calculator","Room Area Calculator","Construction & DIY","UNKNOWN","","","","","","","","","REVIEW","UNKNOWN","UNKNOWN","REVIEW","UNKNOWN","REVIEW","REVIEW","MAINTAIN","REVIEW"
"/construction/roof-area-calculator","Roof Area Calculator","Construction & DIY","UNKNOWN","","","","","","","","","REVIEW","UNKNOWN","UNKNOWN","REVIEW","UNKNOWN","REVIEW","REVIEW","MAINTAIN","REVIEW"
"/construction/water-tank-calculator","Water Tank Capacity Calculator","Construction & DIY","UNKNOWN","","","","","","","","","REVIEW","UNKNOWN","UNKNOWN","REVIEW","UNKNOWN","REVIEW","REVIEW","MAINTAIN","REVIEW"
"/construction/asphalt-calculator","Asphalt Calculator","Construction & DIY","UNKNOWN","","","","","","","","","REVIEW","UNKNOWN","UNKNOWN","REVIEW","UNKNOWN","REVIEW","REVIEW","MAINTAIN","REVIEW"
"/construction/gravel-calculator","Gravel Calculator","Construction & DIY","UNKNOWN","","","","","","","","","REVIEW","UNKNOWN","UNKNOWN","REVIEW","UNKNOWN","REVIEW","REVIEW","MAINTAIN","REVIEW"
"/construction/fence-length-calculator","Fence Length Calculator","Construction & DIY","UNKNOWN","","","","","","","","","REVIEW","UNKNOWN","UNKNOWN","REVIEW","UNKNOWN","REVIEW","REVIEW","MAINTAIN","REVIEW"
"/construction/lumber-calculator","Lumber Calculator","Construction & DIY","UNKNOWN","","","","","","","","","REVIEW","UNKNOWN","UNKNOWN","REVIEW","UNKNOWN","REVIEW","REVIEW","MAINTAIN","REVIEW"
"/construction/wall-area-calculator","Wall Area Calculator","Construction & DIY","UNKNOWN","","","","","","","","","REVIEW","UNKNOWN","UNKNOWN","REVIEW","UNKNOWN","REVIEW","REVIEW","MAINTAIN","REVIEW"
"/construction/pipe-volume-calculator","Pipe Volume Calculator","Construction & DIY","UNKNOWN","","","","","","","","","REVIEW","UNKNOWN","UNKNOWN","REVIEW","UNKNOWN","REVIEW","REVIEW","MAINTAIN","REVIEW"
"/construction/sand-calculator","Sand Calculator","Construction & DIY","UNKNOWN","","","","","","","","","REVIEW","UNKNOWN","UNKNOWN","REVIEW","UNKNOWN","REVIEW","REVIEW","MAINTAIN","REVIEW"
"/construction/excavation-calculator","Excavation Calculator","Construction & DIY","UNKNOWN","","","","","","","","","REVIEW","UNKNOWN","UNKNOWN","REVIEW","UNKNOWN","REVIEW","REVIEW","MAINTAIN","REVIEW"
"/construction/stair-calculator","Stair Calculator","Construction & DIY","UNKNOWN","","","","","","","","","REVIEW","UNKNOWN","UNKNOWN","REVIEW","UNKNOWN","REVIEW","REVIEW","MAINTAIN","REVIEW"
"/construction/material-cost-calculator","Material Cost Calculator","Construction & DIY","UNKNOWN","","","","","","","","","REVIEW","UNKNOWN","UNKNOWN","REVIEW","UNKNOWN","REVIEW","REVIEW","MAINTAIN","REVIEW"
"/construction/deck-area-calculator","Deck Area Calculator","Construction & DIY","UNKNOWN","","","","","","","","","REVIEW","UNKNOWN","UNKNOWN","REVIEW","UNKNOWN","REVIEW","REVIEW","MAINTAIN","REVIEW"
"/construction/plaster-calculator","Plaster Calculator","Construction & DIY","UNKNOWN","","","","","","","","","REVIEW","UNKNOWN","UNKNOWN","REVIEW","UNKNOWN","REVIEW","REVIEW","MAINTAIN","REVIEW"
"/construction/insulation-calculator","Insulation Calculator","Construction & DIY","UNKNOWN","","","","","","","","","REVIEW","UNKNOWN","UNKNOWN","REVIEW","UNKNOWN","REVIEW","REVIEW","MAINTAIN","REVIEW"
"/construction/concrete-block-calculator","Concrete Block Calculator","Construction & DIY","UNKNOWN","","","","","","","","","REVIEW","UNKNOWN","UNKNOWN","REVIEW","UNKNOWN","REVIEW","REVIEW","MAINTAIN","REVIEW"
"/construction/paver-calculator","Paver Calculator","Construction & DIY","UNKNOWN","","","","","","","","","REVIEW","UNKNOWN","UNKNOWN","REVIEW","UNKNOWN","REVIEW","REVIEW","MAINTAIN","REVIEW"
"/construction/bitumen-calculator","Bitumen Calculator","Construction & DIY","UNKNOWN","","","","","","","","","REVIEW","UNKNOWN","UNKNOWN","REVIEW","UNKNOWN","REVIEW","REVIEW","MAINTAIN","REVIEW"
"/construction/pool-salt-calculator","Pool Salt Calculator","Construction & DIY","UNKNOWN","","","","","","","","","REVIEW","UNKNOWN","UNKNOWN","REVIEW","UNKNOWN","REVIEW","REVIEW","MAINTAIN","REVIEW"
"/construction/rebar-calculator","Rebar Calculator","Construction & DIY","UNKNOWN","","","","","","","","","REVIEW","UNKNOWN","UNKNOWN","REVIEW","UNKNOWN","REVIEW","REVIEW","MAINTAIN","REVIEW"
"/construction/drywall-calculator","Drywall Calculator","Construction & DIY","UNKNOWN","","","","","","","","","REVIEW","UNKNOWN","UNKNOWN","REVIEW","UNKNOWN","REVIEW","REVIEW","MAINTAIN","REVIEW"
"/construction/wallpaper-calculator","Wallpaper Calculator","Construction & DIY","UNKNOWN","","","","","","","","","REVIEW","UNKNOWN","UNKNOWN","REVIEW","UNKNOWN","REVIEW","REVIEW","MAINTAIN","REVIEW"
"/construction/mulch-calculator","Mulch Calculator","Construction & DIY","UNKNOWN","","","","","","","","","REVIEW","UNKNOWN","UNKNOWN","REVIEW","UNKNOWN","REVIEW","REVIEW","MAINTAIN","REVIEW"
"/construction/soil-calculator","Soil Calculator","Construction & DIY","UNKNOWN","","","","","","","","","REVIEW","UNKNOWN","UNKNOWN","REVIEW","UNKNOWN","REVIEW","REVIEW","MAINTAIN","REVIEW"
"/construction/solar-panel-calculator","Solar Panel Calculator","Construction & DIY","UNKNOWN","","","","","","","","","REVIEW","UNKNOWN","UNKNOWN","REVIEW","UNKNOWN","REVIEW","REVIEW","MAINTAIN","REVIEW"
"/construction/electrical-load-calculator","Electrical Load Calculator","Construction & DIY","UNKNOWN","","","","","","","","","REVIEW","UNKNOWN","UNKNOWN","REVIEW","UNKNOWN","REVIEW","REVIEW","MAINTAIN","REVIEW"
"/productivity/online-word-counter","Word Counter","Productivity & Text","UNKNOWN","","","","","","","","","REVIEW","UNKNOWN","UNKNOWN","REVIEW","UNKNOWN","REVIEW","REVIEW","MAINTAIN","REVIEW"
"/productivity/random-name-generator","Random Name Generator","Productivity & Text","UNKNOWN","","","","","","","","","REVIEW","UNKNOWN","UNKNOWN","REVIEW","UNKNOWN","REVIEW","REVIEW","MAINTAIN","REVIEW"
"/productivity/username-generator","Username Generator","Productivity & Text","UNKNOWN","","","","","","","","","REVIEW","UNKNOWN","UNKNOWN","REVIEW","UNKNOWN","REVIEW","REVIEW","MAINTAIN","REVIEW"
"/productivity/dice-roller","Dice Roller","Productivity & Text","UNKNOWN","","","","","","","","","REVIEW","UNKNOWN","UNKNOWN","REVIEW","UNKNOWN","REVIEW","REVIEW","MAINTAIN","REVIEW"
"/productivity/coin-flip","Coin Flip Tool","Productivity & Text","UNKNOWN","","","","","","","","","REVIEW","UNKNOWN","UNKNOWN","REVIEW","UNKNOWN","REVIEW","REVIEW","MAINTAIN","REVIEW"
"/productivity/random-color-generator","Random Color Generator","Productivity & Text","UNKNOWN","","","","","","","","","REVIEW","UNKNOWN","UNKNOWN","REVIEW","UNKNOWN","REVIEW","REVIEW","MAINTAIN","REVIEW"
"/productivity/case-converter","Case Converter","Productivity & Text","UNKNOWN","","","","","","","","","REVIEW","UNKNOWN","UNKNOWN","REVIEW","UNKNOWN","REVIEW","REVIEW","MAINTAIN","REVIEW"
"/productivity/text-reverser","Text Reverser Tool","Productivity & Text","UNKNOWN","","","","","","","","","REVIEW","UNKNOWN","UNKNOWN","REVIEW","UNKNOWN","REVIEW","REVIEW","MAINTAIN","REVIEW"
"/productivity/duplicate-line-remover","Duplicate Line Remover","Productivity & Text","UNKNOWN","","","","","","","","","REVIEW","UNKNOWN","UNKNOWN","REVIEW","UNKNOWN","REVIEW","REVIEW","MAINTAIN","REVIEW"
"/productivity/alphabetical-sort","Alphabetical Sort Tool","Productivity & Text","UNKNOWN","","","","","","","","","REVIEW","UNKNOWN","UNKNOWN","REVIEW","UNKNOWN","REVIEW","REVIEW","MAINTAIN","REVIEW"
"/productivity/palindrome-checker","Palindrome Checker","Productivity & Text","UNKNOWN","","","","","","","","","REVIEW","UNKNOWN","UNKNOWN","REVIEW","UNKNOWN","REVIEW","REVIEW","MAINTAIN","REVIEW"
"/productivity/hashtag-generator","Hashtag Generator Tool","Productivity & Text","UNKNOWN","","","","","","","","","REVIEW","UNKNOWN","UNKNOWN","REVIEW","UNKNOWN","REVIEW","REVIEW","MAINTAIN","REVIEW"
"/productivity/word-frequency-counter","Word Frequency Counter","Productivity & Text","UNKNOWN","","","","","","","","","REVIEW","UNKNOWN","UNKNOWN","REVIEW","UNKNOWN","REVIEW","REVIEW","MAINTAIN","REVIEW"
"/productivity/random-letter-generator","Random Letter Generator","Productivity & Text","UNKNOWN","","","","","","","","","REVIEW","UNKNOWN","UNKNOWN","REVIEW","UNKNOWN","REVIEW","REVIEW","MAINTAIN","REVIEW"
"/productivity/random-picker-tool","Random Picker Tool","Productivity & Text","UNKNOWN","","","","","","","","","REVIEW","UNKNOWN","UNKNOWN","REVIEW","UNKNOWN","REVIEW","REVIEW","MAINTAIN","REVIEW"
"/productivity/spin-wheel-generator","Spin Wheel Generator","Productivity & Text","UNKNOWN","","","","","","","","","REVIEW","UNKNOWN","UNKNOWN","REVIEW","UNKNOWN","REVIEW","REVIEW","MAINTAIN","REVIEW"
"/productivity/character-counter-tool","Character Counter Tool","Productivity & Text","UNKNOWN","","","","","","","","","REVIEW","UNKNOWN","UNKNOWN","REVIEW","UNKNOWN","REVIEW","REVIEW","MAINTAIN","REVIEW"
"/productivity/line-counter-tool","Line Counter Tool","Productivity & Text","UNKNOWN","","","","","","","","","REVIEW","UNKNOWN","UNKNOWN","REVIEW","UNKNOWN","REVIEW","REVIEW","MAINTAIN","REVIEW"
"/productivity/remove-extra-spaces-tool","Remove Extra Spaces Tool","Productivity & Text","UNKNOWN","","","","","","","","","REVIEW","UNKNOWN","UNKNOWN","REVIEW","UNKNOWN","REVIEW","REVIEW","MAINTAIN","REVIEW"
"/productivity/sort-text-lines-tool","Sort Text Lines Tool","Productivity & Text","UNKNOWN","","","","","","","","","REVIEW","UNKNOWN","UNKNOWN","REVIEW","UNKNOWN","REVIEW","REVIEW","MAINTAIN","REVIEW"
"/productivity/list-randomizer-tool","List Randomizer Tool","Productivity & Text","UNKNOWN","","","","","","","","","REVIEW","UNKNOWN","UNKNOWN","REVIEW","UNKNOWN","REVIEW","REVIEW","MAINTAIN","REVIEW"
"/productivity/text-formatter-tool","Text Formatter Tool","Productivity & Text","UNKNOWN","","","","","","","","","REVIEW","UNKNOWN","UNKNOWN","REVIEW","UNKNOWN","REVIEW","REVIEW","MAINTAIN","REVIEW"
"/productivity/json-formatter","JSON Formatter","Productivity & Text","UNKNOWN","","","","","","","","","REVIEW","UNKNOWN","UNKNOWN","REVIEW","UNKNOWN","REVIEW","REVIEW","MAINTAIN","REVIEW"
"/productivity/base64-encoder-decoder","Base64 Encoder Decoder","Productivity & Text","UNKNOWN","","","","","","","","","REVIEW","UNKNOWN","UNKNOWN","REVIEW","UNKNOWN","REVIEW","REVIEW","MAINTAIN","REVIEW"
"/productivity/love-calculator","Love Calculator","Productivity & Text","UNKNOWN","","","","","","","","","REVIEW","UNKNOWN","UNKNOWN","REVIEW","UNKNOWN","REVIEW","REVIEW","MAINTAIN","REVIEW"
"/education/online-gpa-calculator","GPA Calculator","Student & Education","UNKNOWN","","","","","","","","","REVIEW","UNKNOWN","UNKNOWN","REVIEW","UNKNOWN","REVIEW","REVIEW","MAINTAIN","REVIEW"
"/education/grade-calculator","Grade Calculator","Student & Education","UNKNOWN","","","","","","","","","REVIEW","UNKNOWN","UNKNOWN","REVIEW","UNKNOWN","REVIEW","REVIEW","MAINTAIN","REVIEW"
"/education/weighted-grade-calculator","Weighted Grade Calculator","Student & Education","UNKNOWN","","","","","","","","","REVIEW","UNKNOWN","UNKNOWN","REVIEW","UNKNOWN","REVIEW","REVIEW","MAINTAIN","REVIEW"
"/education/final-grade-calculator","Final Grade Calculator","Student & Education","UNKNOWN","","","","","","","","","REVIEW","UNKNOWN","UNKNOWN","REVIEW","UNKNOWN","REVIEW","REVIEW","MAINTAIN","REVIEW"
"/education/percentage-grade-calculator","Percentage Grade Calculator","Student & Education","UNKNOWN","","","","","","","","","REVIEW","UNKNOWN","UNKNOWN","REVIEW","UNKNOWN","REVIEW","REVIEW","MAINTAIN","REVIEW"
"/education/attendance-percentage-calculator","Attendance Percentage Calculator","Student & Education","UNKNOWN","","","","","","","","","REVIEW","UNKNOWN","UNKNOWN","REVIEW","UNKNOWN","REVIEW","REVIEW","MAINTAIN","REVIEW"
"/education/reading-speed-calculator","Reading Speed Calculator","Student & Education","UNKNOWN","","","","","","","","","REVIEW","UNKNOWN","UNKNOWN","REVIEW","UNKNOWN","REVIEW","REVIEW","MAINTAIN","REVIEW"
"/education/marks-percentage-calculator","Marks Percentage Calculator","Student & Education","UNKNOWN","","","","","","","","","REVIEW","UNKNOWN","UNKNOWN","REVIEW","UNKNOWN","REVIEW","REVIEW","MAINTAIN","REVIEW"
"/education/marks-to-gpa-converter","Marks to GPA Converter","Student & Education","UNKNOWN","","","","","","","","","REVIEW","UNKNOWN","UNKNOWN","REVIEW","UNKNOWN","REVIEW","REVIEW","MAINTAIN","REVIEW"
"/education/class-average-calculator","Class Average Calculator","Student & Education","UNKNOWN","","","","","","","","","REVIEW","UNKNOWN","UNKNOWN","REVIEW","UNKNOWN","REVIEW","REVIEW","MAINTAIN","REVIEW"
"/education/score-calculator","Score Calculator","Student & Education","UNKNOWN","","","","","","","","","REVIEW","UNKNOWN","UNKNOWN","REVIEW","UNKNOWN","REVIEW","REVIEW","MAINTAIN","REVIEW"
"/education/study-planner-calculator","Study Planner Calculator","Student & Education","UNKNOWN","","","","","","","","","REVIEW","UNKNOWN","UNKNOWN","REVIEW","UNKNOWN","REVIEW","REVIEW","MAINTAIN","REVIEW"
"/education/homework-time-calculator","Homework Time Calculator","Student & Education","UNKNOWN","","","","","","","","","REVIEW","UNKNOWN","UNKNOWN","REVIEW","UNKNOWN","REVIEW","REVIEW","MAINTAIN","REVIEW"
"/education/exam-countdown-timer","Exam Countdown Timer","Student & Education","UNKNOWN","","","","","","","","","REVIEW","UNKNOWN","UNKNOWN","REVIEW","UNKNOWN","REVIEW","REVIEW","MAINTAIN","REVIEW"
"/education/assignment-grade-calculator","Assignment Grade Calculator","Student & Education","UNKNOWN","","","","","","","","","REVIEW","UNKNOWN","UNKNOWN","REVIEW","UNKNOWN","REVIEW","REVIEW","MAINTAIN","REVIEW"
"/education/semester-planner-tool","Semester Planner Tool","Student & Education","UNKNOWN","","","","","","","","","REVIEW","UNKNOWN","UNKNOWN","REVIEW","UNKNOWN","REVIEW","REVIEW","MAINTAIN","REVIEW"
"/education/quiz-score-calculator","Quiz Score Calculator","Student & Education","UNKNOWN","","","","","","","","","REVIEW","UNKNOWN","UNKNOWN","REVIEW","UNKNOWN","REVIEW","REVIEW","MAINTAIN","REVIEW"
"/education/flashcard-timer-tool","Flashcard Timer Tool","Student & Education","UNKNOWN","","","","","","","","","REVIEW","UNKNOWN","UNKNOWN","REVIEW","UNKNOWN","REVIEW","REVIEW","MAINTAIN","REVIEW"
"/education/exam-score-predictor","Exam Score Predictor","Student & Education","UNKNOWN","","","","","","","","","REVIEW","UNKNOWN","UNKNOWN","REVIEW","UNKNOWN","REVIEW","REVIEW","MAINTAIN","REVIEW"
"/education/study-hours-tracker","Study Hours Tracker","Student & Education","UNKNOWN","","","","","","","","","REVIEW","UNKNOWN","UNKNOWN","REVIEW","UNKNOWN","REVIEW","REVIEW","MAINTAIN","REVIEW"
"/education/grade-improvement-calculator","Grade Improvement Calculator","Student & Education","UNKNOWN","","","","","","","","","REVIEW","UNKNOWN","UNKNOWN","REVIEW","UNKNOWN","REVIEW","REVIEW","MAINTAIN","REVIEW"
"/education/test-score-analyzer","Test Score Analyzer","Student & Education","UNKNOWN","","","","","","","","","REVIEW","UNKNOWN","UNKNOWN","REVIEW","UNKNOWN","REVIEW","REVIEW","MAINTAIN","REVIEW"
